productId,userId,score,time,summary,text,title,categories,description,directors,actors
B000063W1R,A3VP6XR88INLRB,4.0,2007-09-13,"Great ""sleeper"" movie","This is a great movie.  That many people don't know about.  Jim Caviezel and Guy Pearce do great acting.  I think after Guy Pearce's performance, I won't like him if I ever meet him in real life.  He makes his character so dis likable.  Which is the point!",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A355WMP0CQBJFX,5.0,2007-09-13,A MOVIE THAT MEETS THE STANDARDS OF THE BOOK!!,"this movie is incredible. very captivating from beginning to end. sensational movie, very well done, and played out. truly stands up to the book, which was beautifully written. a bit of difference, but came out well enough to be a success. the count of monte cristo has so much in it. a young man, innocent, trusting, and in love losses it all in a second because of his suppose friends jelousy. all is taken and all hope seems lost, until he meets a friend, meanwhile his anger and vengance grow. he returns to a whole different world. his only thought is revenge, but so many twists and turns he doesn't even expect what happens to happen. this has innocence, betrayel, cruelty, hardship, vengance, love, and friendship all in one. beautiful story, a hard era, and excellent film. the actors were superb. jim caviezel, a wonderful actor. there's just something about him that makes him very interesting to watch. those eyes just draw you in and his talent, makes him great. he was spectacular in this film. guy pearce, shined his on his own behalf. did it so well that you actually hated him in this movie. all of the actors were great, made it so dramatic, it was believable. nicely done.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A2CU4L3OK00M23,5.0,2007-09-06,A classic movie,"There is nothing bad to say about this movie.  The story, the acting, everything is well done.  I bought it to watch over and over.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A41I67QYRAOSQ,4.0,2007-08-27,Innocence turned to Revenge!,Very good acting!  A bad guy you love to hate.  Very romantic.  Feel good story.  Action.  A little adventure and definitive intriguge!  It all makes for an excellent story you will enjoy.,The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A1XY417YALQB6G,5.0,2007-08-24,Excellent!!!,This is a movie that should be included in everyones cinema collection!  The scenes and fantastic cast taps into every emotion.  I was at the edge of my seat for more than one scene!  I will enjoy watching this movie for years to come.,The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,AQ8DU6XVA3USJ,5.0,2004-05-20,&quot;you must look into that storm&quot;,"Based on the Dumas story, this fabulous adventure about a naive, illiterate young man in 19th century France whose fate embroils him in treachery and vengeance, is well written with wit and intelligence, and abridges a complex plot into a cohesive 131 minute film.<br />The location cinematography in Malta and Ireland is spectacular, though my one and only complaint about this film is that occasionally some of the indoor sequences tend to be a little murky.<br />The soundtrack by Edward Shearmur is also top-notch, and adds a lot to the film.<p>The cast:<br />Jim Caviezel brilliantly captures the essence of the Dantes/Count character; believable both as the innocent Edmund and the worldly Count of Monte Cristo, with his swashbuckling prowess and elegant style.<br />Richard Harris as the priest who mentor Dantes is marvelous; wily and wise, it's a perfect part for Harris, and he makes the most of it.<br />Other standout performances come from Guy Peerce as Fernand, Michael Wincott as Armand Dorelac, the Warden of d'If, and most of all, Luis Guzman as a very funny Jacopo.<p>This is terrific family viewing, free of the plague of foul language and heavy breathing between the sheets that have made films so tiresome in recent years. This film will feed your brain, delight your eyes, and raise your heartbeat a little with its fast-paced exploits about &quot;kings and pawns, emperors and fools&quot;.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,ALX2RTJW3NF0O,4.0,2008-03-05,Torment and vengeance,"If you like movies like Braveheart, The Patriot, and Gladiator, then you will enjoy The Count of Monte Cristo.<br />Rating: Buy",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A1FBZRYTAA6O1Z,5.0,2005-01-17,Amazing film - but with a couple of minor glitches,"I'll admit, I've not read the original source novel on which this is based (the only thing by Dumas I have read, is the classic 'Musketeers'); life is too short to read every great novel, try as one might - but having seen this film, I am determined to seek out the text.<br /><br /> Judging the film on its own terms, I found this immensely satisfying, and though quite long (131 min), it does not drag for a second. The story itself is really quite something, and no matter how many films you have seen, or books you have read, you will be absolutely bowled over (as George Bernard Shaw was) by the breadth, depth, simplicity and universality of it.<br /><br /> There are some minor faults with the film; sometimes the dialogue seems a little stilted (eg. Guy Pearce, an Australian who has mastered a range of accents, seems a little too much of a cookie-cutter villain: Daniel Day-Lewis did a much better job in 'Gangs of New York'). There is something faintly unsatisying about the conclusion, no matter how memorable it may be - but even compared with 'Barry Lyndon' (Kubrick), this is still a riveting, assured adaptation.<br /><br /> These are very minor quibbles, and I would put this in with some of my favourite films, along with 'Captain Blood' (Errol Flynn), 'Koyanisquaatsi', 'New Cinema Paradiso' and 'Celebration' (aka Festen). Generally, the script is absolutely top notch, full of little throw-away quips and putdowns. The cast is absolutely stunning, especially James Calaziel, absolutely convincing in his metamorphosis from naive youth to cold-blooded avenger. Watch out for Luis Guizman as a scheming pirate.<br /><br /> Very highly recommended, for those who seek something a little more high-brow than the standard multiplex schlock.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A2FEGRJQNU51P9,4.0,2004-04-22,a nice adaptation of Dumas's clasic novel,"A film by Kevin Reynolds<p>This is the recent film adaptation of Dumas's classic novel ""The Count of Monte Cristo"".  From the previews and early reviews of the movie I did not expect too much from it, but when someone whose opinion I trust tells me that it is good and that I should watch it, I was willing to give it a chance.  Good thing, because this is a pretty good movie.  <p>The story, if you are not familiar with the source material, follows Edmond Dantes (Jim Caviezel).  Dantes, in the film, is a sailor and the film opens with Dantes and his friend Fernand Mondego (Guy Pierce) trying find refuge on an island because their captain is dying.  The island just happens to be the prison island where Napoleon is exiled, and while they get help, Napoleon asks Dantes if he could take a personal, and innocent, letter to a friend.  Dantes agrees.  Dantes returns to France and does not have a chance to deliver the letter, though we do see his fianc&eacute; Mercedes Iguanada (Dagmara Dominczyk) and a little bit of Mondego's jealousy.  Dantes is betrayed and turned into the authorities for treason.  That innocent letter that Dantes was to deliver was not so innocent after all.  The magistrate has Dantes thrown in prison where he will spend the next several years.  <p>This is where the movie truly begins.  Dantes was innocent and he was betrayed (we soon learn that Mondego is now married to Mercedes), and he wants his revenge, though he has no avenue to pursue his revenge while in prison.  While in prison, Dantes meets Abbe Faria (Richard Harris), a man who is digging a tunnel (slowly, inch by inch) to escape.  Faria trains Dantes in the sword, teaches him how to read, science, literature, politics, and how to be a noble.  He also tells Dantes of a treasure, the treasure of Monte Cristo, that may or may not exist.  <p>We wouldn't have a story if Dantes is unable to escape or pursue his revenge, so I'm not spoiling anything by revealing that.  Dantes sets himself up as the Count of Monte Cristo with the help of a man named Jacopo (Luis Guzman).  Dantes is now free to pursue his revenge.  <p>The story feels like it has been simplified a little bit, but this film is good enough, and slick enough, and entertaining enough, that this is a very enjoyable movie to watch.  No film can ever capture the nuance of a novel, especially not a 1000 page novel.  With the amount of time allotted this film, ""The Count of Monte Cristo"" succeeds at being an entertaining film.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A18XYPKYS15YBP,3.0,2003-06-09,Great...until the ending,"I read the 'Monte Cristo' book a few months before the movie came out and I adored it, so I was really pumped up to see it on screen. First off, the actors were perfectly casted and the director did a great job adapting the book to film. BUT,I have to take points off for the ending. Whenever a book is made into a movie, the plot is tweaked and molded to be more entertaining visually. My issue was not just that the ending was changed, it was the COMPLETE OPPOSITE of what happened in the book! It was totally ridiculous! It was exactly what you would expect to happen, even though it was totally unrealistic. That's why I gave it only three stars. If you're speaking in terms of overall cinematic experience, it's a wonderful film. I suggest that you read the book first, see the movie, and judge for yourself. Or if you've already seen the film, go read the book anyway and see what you missed.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A1EMDSTJDUE6B0,5.0,2003-01-17,Great Job,"Most of the older style movies really turn me off, but not this one. I really enjoyed it. Too many of the &quot;old&quot; ones try too hard to be dramatic -- kinda like high school actors who have to talk too loud and be too flamboyant. This movie was a pleasant surprise. The actors are really good.<p>The plot is good and keeps you in your seat. Some of the things are a little predictable, but it is hard not to want to make sure that your hopes come true. You can feel yourself cringe and want to shout &quot;don't do this&quot; or &quot;don't do that&quot; or &quot;get'em&quot;.<p>The cinematography is very good and appropriate. There are not some of the anachronisms of many other film interpretations.<p>If you watch one &quot;old style&quot; movie per year, this one should be the one you watch this year.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A7FMCZZVFHRLW,4.0,2002-10-21,"Wow, a really great re-doing of the story",I very much enjoyed this iteration of the Count. It was well filmed and well acted. It makes a person think of what they would do if they suddenly got very rich and had blood enemies. Would you seek revenge or would you be fat and rich?<br />Guy Peirce gives a wonderful performance.<br />Rent this movie you will like it and probably want to purchase it.,The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A100Y8WSLFJN7Q,5.0,2012-08-18,Entertaining,We were highly entertained. It is a very well made movie with good acting for the most part. Can't go wrong with it.,The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A17WER66R17JEF,5.0,2012-08-08,Watched Many Times,I have watched this movie numerous times. I have always enjoyed the overall theme of this movie. I will probably watch it again.,The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A2198FZZMTJ38H,5.0,2002-02-02,"Count on revenge, and then some.","After attending the release of ""The Count of Monte Cristo,"" a friend made the remark that he believed the movie could benefit from additional fight sequences. Immediately my mind shot back to last year's ""The Musketeer,"" also based (rather loosely, I might add) on another of Alexandre Dumas' famous classics. In that film, character development, story, and tone were sacrificed for the sake of creating yet another movie in which a choreographer of Chinese descent was allowed to make an impression on action aficionados by dazzling them with techniques reminiscent of ""Crouching Tiger, Hidden Dragon."" <p>What a relief that this latest adaptation of a Dumas novel strays from the usual clich&eacute;s and redundancy of bringing a classic work of literature to the screen, coming out as a sturdy, well-guided costume drama that combines action, intensity, passion, and most importantly, revenge. With a script that keeps much of the novel's intricacies intact, a cast befitting of their roles, and a director who keeps things interesting at all times, this is one swashbuckling adventure that pleases in all fields. <p>The story centers around Edmund Dantes (Jim Caviezel), a sailor from a middle class upbringing in the town of Marseilles. He has a friend, Fernand Mondego (Guy Pearce), whose father is a wealthy aristocrat; despite his rich lifestyle, Mondego still harbors a slight jealousy for Dantes, who has just been promoted to captain of his vessel, allowing him the opportunity to marry his longtime love, Mercedes (Dagmara Dominczyk). Overcome by envy, Mondego concocts a vicious plan with the equally jealous first mate of Dantes' boat that lands a wrongfully accused Dantes in the Chateau d'If for more than a decade.<p>During his years of imprisonment, Dantes' resolve is strengthened by brutal beatings, and by his friendship with fellow prisoner Faria (Richard Harris), who teaches Dantes to read and write, the articulate moves of swordplay, and offers him the location of a long-lost treasure that would give him the means to exact his revenge on those who have wronged him. Faria's death provides Dantes the method of escape he needs, and once out, he begins his quest. <p>The second half of the movie takes the movie to new heights of interest, as Dantes makes his big entrance in Paris as the Count of Monte Cristo, bent on exacting his revenge on Mondego, now married to a repressed, sullen Mercedes, and on Villefort, the police chief who played a role in his wrongful incarceration. Anyone familiar with revenge plots is well aware that this is a dish best served cold, and many will delight in the cooly calculated revelations and confrontations that arise as Dantes's master plan begins to unfold. <p>Accompanying this feeling of satisfaction is the movie's wondrous appearance and execution. The look and feel of the film drips with the quality of the swashbuckling adventures of yesteryear, with its themes of vengeance and nobility, it's glorious costumes and set design, and a final showdown that provides a slam-bang finish complete with suspense and fist-clenching thrills. Reynolds, and screenwriter Jay Wolpert, have realized the novel for the screen in a manner that is pleasing to the eye and the mind, keeping in touch with everything that has immortalized Dumas' work without reworking key moments to make room for modern artistic influences.<p>If this weren't enough to please popcorn audiences and literary buffs, the cast is completely remarkable. Jim Caviezel plays Dantes with the conviction of a man wrongfully accused; by the time he escapes prison, we are all for him and his brilliantly conceived plan. His chemistry with leading lady Dagmara Dominczyk is a welcome slice of old-fashioned romance, while his scenes with Guy Pearce provide a nice contrast of nobility and jealousy, which Pearce perfects in his performance as Mondego. Also worthy of noting are the appearances of Richard Harris and Lius Guzman, who provide humorous touches throughout. <p>More than anything else, this latest big-screen version of ""The Count of Monte Cristo"" is a wonderful popcorn adventure replete with everything you could possibly ask for in a film of this sort. Overall, it remains faithful enough to its source, and keeps us enlightened and entertained throughout its well-acted, well-directed, well-executed duration. Count on revenge, and then some.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
B000063W1R,A2V3P1XE33NYC3,4.0,2003-06-06,"Not the Story, but Enjoyable Nontheless","If you have never discovered the wonderful world of Alexandre Dumas, I urge you to run, not walk to the local library or bookstore and obtain a copy of ""Le Comte de Monte Christo."" I also recommend reading the unabridged version of this classic tale about a man who takes revenge on his enemies. One thing is certain: do not attempt to take the lazy way out by watching this adaptation of Dumas's novel. Two hours will never be enough time to adequately express the majestic beauty of this novel written by a phenomenal storyteller. Having said that, I enjoyed immensely this version of the story starring Jim Caviezel, Guy Pearce, and Richard Harris. Period pieces are often fun to watch, and this one is no exception. With a few problematic exceptions, ""The Count of Monte Christo"" is an entertaining film.<p>The tale, if you are not familiar with it, focuses on a French sailor named Edmond Dantes. On a trading trip back to Marseilles, Dantes had the misfortune to stop at the island of Elba, the home of the exiled emperor Napoleon Bonaparte. With his captain dead, Dantes arrives in port and is promptly promoted to become the new captain. This step up in status angers several people around Dantes, specifically Danglars, Villefort, and Mondego. The three conspire to have Edmond arrested on charges of treason and thrown into a political prison called the Chateau D'If. Dantes spends years suffering in solitary confinement, although he eventually meets an elderly prisoner named Faria who educates him while they plan their escape. Moreover, this prisoner tells Edmond about a fabulous treasure that could be his for the taking. Eventually, Dantes escapes and embarks on a series of adventures that finds him returning to seek revenge against his enemies under the name ""Le Comte de Monte Christo.""<p>This very short description of Dumas's novel obviously leaves out much of the plot. It also highlights the inherent difficulties in translating ""The Count of Monte Christo"" into a two-hour film. There is just too much detail, characters, and sub-plots in the novel to work with. The revenge plots Dantes formulates against his enemies alone are of such length and complexity that it would take hours to encapsulate them on the silver screen. Throw in the sub-plot of the Italian bandit Luigi Vampa (who does appear in the film), which is of immense importance in the novel, and it is impossible to adequately convey the full majesty of this classic on celluloid. Fortunately, this film manages to entertain while retaining key elements of the written story.<p>The first part of the movie hews closely to the novel with a few notable exceptions. The film begins with Edmond and his friend Mondego landing on Elba, where they have a shoot out with British security forces before personally meeting the deposed emperor. Back in Marseilles, we meet Mercedes, Dantes girlfriend and a character who plays a big role in the written story. The filmmakers do insert a warden for Chateau D'If, played by actor Michael Wincott, who does not appear in the book. If you are familiar with Wincott, you will remember his voice and his presence. He makes a great addition here and has the best lines in the film. <p>By the time Dantes returns to society as the Count, the film diverges wildly from the story. The revenge Edmond seeks here is too pat and too easily resolved. In the book, his vengeance is intricately planned and executed slowly over many, many pages. By shortening this sequence, the filmmakers sacrifice the suspense of the novel to time constraints and a waning attention span common in today's moviegoers. To be fair, the movie never tries to be a literal interpretation of the book (or so says screenwriter Jay Wolpert in an interview on the disc). In some ways, deviating from the book does make the story more compelling. The sword fights are great fun to watch, especially the final showdown between Dantes and Mondego. The scene where Dantes provides a way out for Villefort and then pulls back at the last second is a nice touch as well. Overall, although I think more elements of the book should have been kept in the story, the movie succeeds.<p>Many extras on the disc make this well worth picking up. There is a short documentary about Alexandre Dumas, a location documentary, four deleted scenes with commentary, a film commentary from director Kevin Reynolds, a detailed explanation on how the sword fights were shot and choreographed, and an interview with writer Jay Wolpert. The picture quality and sound is top notch. I recall that this film disappeared from the theaters quickly, perhaps due to an aversion for period pieces or competition from one of those effects laden clunkers they foist on us every few months. I found ""The Count of Monte Christo"" entertaining and technically well done, and would certainly view it again.",The Count of Monte Cristo [Region 2],"Movies & TV, Featured Categories, DVD, Action & Adventure",,,
